Category,Title,Description,TrendLink,Ranking,ScrapeID,TS
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=2&trqid=6554791664983429148&impressionguid=0xVHL5x37yD2ARzZz,2,2,"2	""2018-05-12 15:19:26"""
Politics,Hawaii,Trump declares a major disaster in Hawaii after volcanic eruptions and lava,https://www.facebook.com/topic/Hawaii/108131545882056?source=whfrt&position=1003&trqid=6554791669371197710&impressionguid=0xcjXKDme0vXIJt6r,3,2,"2	""2018-05-12 15:19:29"""
Politics,Israelâ€“Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whfrt&position=1005&trqid=6554791669371197710&impressionguid=0xcjXKDme0vXIJt6r,5,2,"2	""2018-05-12 15:19:29"""
Politics,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1001&trqid=6554791669371197710&impressionguid=0xcjXKDme0vXIJt6r,1,2,"2	""2018-05-12 15:19:29"""
Politics,Joint Comprehensive Plan of Action,U.S. wants Germany to halt trade with Iran,https://www.facebook.com/topic/Joint-Comprehensive-Plan-of-Action/105503206150390?source=whfrt&position=1010&trqid=6554791669371197710&impressionguid=0xcjXKDme0vXIJt6r,10,2,"2	""2018-05-12 15:19:29"""
Politics,Mary Fallin,Oklahoma governor signs adoption law that LGBT groups call discriminatory,https://www.facebook.com/topic/Mary-Fallin/108163279204175?source=whfrt&position=1008&trqid=6554791669371197710&impressionguid=0xcjXKDme0vXIJt6r,8,2,"2	""2018-05-12 15:19:29"""
Politics,Michael Cohen,Mueller probed Cohen's outreach to Ford in 2017: report,https://www.facebook.com/topic/Michael-Cohen/108246732529050?source=whfrt&position=1009&trqid=6554791669371197710&impressionguid=0xcjXKDme0vXIJt6r,9,2,"2	""2018-05-12 15:19:29"""
Politics,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whfrt&position=1006&trqid=6554791669371197710&impressionguid=0xcjXKDme0vXIJt6r,6,2,"2	""2018-05-12 15:19:29"""
Politics,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whfrt&position=1004&trqid=6554791669371197710&impressionguid=0xcjXKDme0vXIJt6r,4,2,"2	""2018-05-12 15:19:29"""
Politics,North American Aerospace Defense Command,US Air Force jets intercept 2 Russian bombers off Alaska coast,https://www.facebook.com/topic/North-American-Aerospace-Defense-Command/135415036493357?source=whfrt&position=1007&trqid=6554791669371197710&impressionguid=0xcjXKDme0vXIJt6r,7,2,"2	""2018-05-12 15:19:29"""
Politics,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=1002&trqid=6554791669371197710&impressionguid=0xcjXKDme0vXIJt6r,2,2,"2	""2018-05-12 15:19:29"""
Science and Technology,Boston Dynamics,Boston Dynamics' Robot Dog Will Be Available Next Year,https://www.facebook.com/topic/Boston-Dynamics/104049559631265?source=whfrt&position=3003&trqid=6554791673766774649&impressionguid=0ONn0Ef9M2UIziAwh,3,2,"2	""2018-05-12 15:19:32"""
Science and Technology,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia Banks' Insults,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=3001&trqid=6554791673766774649&impressionguid=0ONn0Ef9M2UIziAwh,1,2,"2	""2018-05-12 15:19:32"""
Science and Technology,K?lauea,Hawaii's Kilauea volcano in danger of turning explosive,https://www.facebook.com/topic/K%C4%ABlauea/103134676394019?source=whfrt&position=3005&trqid=6554791673766774649&impressionguid=0ONn0Ef9M2UIziAwh,5,2,"2	""2018-05-12 15:19:32"""
Science and Technology,"Loveland, Ohio",Dogs take epic 'selfie',https://www.facebook.com/topic/Loveland-Ohio/103999682969695?source=whfrt&position=3006&trqid=6554791673766774649&impressionguid=0ONn0Ef9M2UIziAwh,6,2,"2	""2018-05-12 15:19:32"""
Science and Technology,NASA,"NASA sending helicopter to Mars, aiming for an aviation first",https://www.facebook.com/topic/NASA/103086076398533?source=whfrt&position=3002&trqid=6554791673766774649&impressionguid=0ONn0Ef9M2UIziAwh,2,2,"2	""2018-05-12 15:19:32"""
Science and Technology,World Horse Welfare,Nan shocked by unwanted horse delivery after granddaughter orders pony online,https://www.facebook.com/topic/World-Horse-Welfare/109503792402640?source=whfrt&position=3004&trqid=6554791673766774649&impressionguid=0ONn0Ef9M2UIziAwh,4,2,"2	""2018-05-12 15:19:32"""
Sports,A'ja Wilson,South Carolina plans statue of A'ja Wilson,https://www.facebook.com/topic/Aja-Wilson/245002968983367?source=whfrt&position=4005&trqid=6554791673693128579&impressionguid=0fIgFN0MnEvjLeD23,5,2,"2	""2018-05-12 15:19:35"""
Sports,Derek Barnett,Eagles DE Derek Barnett reportedly had sports hernia surgery after Super Bowl,https://www.facebook.com/topic/Derek-Barnett/103341153337383?source=whfrt&position=4008&trqid=6554791673693128579&impressionguid=0fIgFN0MnEvjLeD23,8,2,"2	""2018-05-12 15:19:35"""
Sports,Dominic Thiem,Dominic Thiem Beats Kevin Anderson to Reach Madrid Open Final,https://www.facebook.com/topic/Dominic-Thiem/133176126721595?source=whfrt&position=4003&trqid=6554791673693128579&impressionguid=0fIgFN0MnEvjLeD23,3,2,"2	""2018-05-12 15:19:35"""
Sports,Hamburger SV,Hamburg relegated from Bundesliga as flares delay end of match,https://www.facebook.com/topic/Hamburger-SV/113096292034037?source=whfrt&position=4006&trqid=6554791673693128579&impressionguid=0fIgFN0MnEvjLeD23,6,2,"2	""2018-05-12 15:19:35"""
Sports,Liverpool vs. Brighton & Hove Albion,Liverpool v Brighton & Hove Albion,https://www.facebook.com/topic/Liverpool-vs-Brighton-Hove-Albion/108150919205383?source=whfrt&position=4002&trqid=6554791673693128579&impressionguid=0fIgFN0MnEvjLeD23,2,2,"2	""2018-05-12 15:19:35"""
Sports,Middlesbrough vs. Aston Villa,Middlesbrough 0-1 Aston Villa: Championship play-off semi-final â€“ as it happened,https://www.facebook.com/topic/Middlesbrough-vs-Aston-Villa/103134989726379?source=whfrt&position=4004&trqid=6554791673693128579&impressionguid=0fIgFN0MnEvjLeD23,4,2,"2	""2018-05-12 15:19:35"""
Sports,Nate Diaz,"Nate Diaz Rips 'Cheater' Georges St-Pierre, Says UFC Is Selling 'Wolf Tickets'",https://www.facebook.com/topic/Nate-Diaz/105516689482096?source=whfrt&position=4010&trqid=6554791673693128579&impressionguid=0fIgFN0MnEvjLeD23,10,2,"2	""2018-05-12 15:19:35"""
Sports,Soldier Field,Potential Propane Tank Explosion Reported at Soldier Field: Police,https://www.facebook.com/topic/Soldier-Field/109317749088022?source=whfrt&position=4007&trqid=6554791673693128579&impressionguid=0fIgFN0MnEvjLeD23,7,2,"2	""2018-05-12 15:19:35"""
Sports,Spanish Grand Prix,Ferrari told to remove halo winglets for Monaco,https://www.facebook.com/topic/Spanish-Grand-Prix/103130773060124?source=whfrt&position=4009&trqid=6554791673693128579&impressionguid=0fIgFN0MnEvjLeD23,9,2,"2	""2018-05-12 15:19:35"""
Sports,Tiger Woods,Tiger Woods right on cut line after second-round 71 at the Players,https://www.facebook.com/topic/Tiger-Woods/104002416305605?source=whfrt&position=4001&trqid=6554791673693128579&impressionguid=0fIgFN0MnEvjLeD23,1,2,"2	""2018-05-12 15:19:35"""
Entertainment,American Broadcasting Company,"â€˜Inhumans,â€™ â€˜Deception,â€™ â€˜The Crossing,â€™ â€˜Kevin Probably Saves theâ€¦",https://www.facebook.com/topic/American-Broadcasting-Company/111637762186068?source=whfrt&position=5009&trqid=6554791673743238569&impressionguid=0tDVHsxd4Bm6pxIBa,9,2,"2	""2018-05-12 15:19:38"""
Entertainment,Avengers: Infinity War,â€˜Avengers: Infinity Warâ€™ Crosses $500 Million Domestic,https://www.facebook.com/topic/Avengers-Infinity-War/110068432378616?source=whfrt&position=5002&trqid=6554791673743238569&impressionguid=0tDVHsxd4Bm6pxIBa,2,2,"2	""2018-05-12 15:19:38"""
Entertainment,Brooklyn Nine-Nine,Brooklyn Nine-Nine saved after outcry,https://www.facebook.com/topic/Brooklyn-Nine-Nine/505390409540531?source=whfrt&position=5001&trqid=6554791673743238569&impressionguid=0tDVHsxd4Bm6pxIBa,1,2,"2	""2018-05-12 15:19:38"""
Entertainment,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealiaâ€¦,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=5003&trqid=6554791673743238569&impressionguid=0tDVHsxd4Bm6pxIBa,3,2,"2	""2018-05-12 15:19:38"""
Entertainment,Jeremy Clarkson,'TV highlight of 2018!' Mortified Jeremy Clarkson ends Who Wants Toâ€¦,https://www.facebook.com/topic/Jeremy-Clarkson/103117966394531?source=whfrt&position=5005&trqid=6554791673743238569&impressionguid=0tDVHsxd4Bm6pxIBa,5,2,"2	""2018-05-12 15:19:38"""
Entertainment,Justin Timberlake,You can work for Justin Timberlake for a day if you act fast,https://www.facebook.com/topic/Justin-Timberlake/109515035734848?source=whfrt&position=5007&trqid=6554791673743238569&impressionguid=0tDVHsxd4Bm6pxIBa,7,2,"2	""2018-05-12 15:19:38"""
Entertainment,Kylie Jenner,Kylie Jenner Hot Bodyguard Tim Chung Denies He Is Stormiâ€™sâ€¦,https://www.facebook.com/topic/Kylie-Jenner/108566385841741?source=whfrt&position=5004&trqid=6554791673743238569&impressionguid=0tDVHsxd4Bm6pxIBa,4,2,"2	""2018-05-12 15:19:38"""
Entertainment,Last Man Standing,Tim Allen's 'Last Man Standing' resurrected at Fox,https://www.facebook.com/topic/Last-Man-Standing/105710509461807?source=whfrt&position=5006&trqid=6554791673743238569&impressionguid=0tDVHsxd4Bm6pxIBa,6,2,"2	""2018-05-12 15:19:38"""
Entertainment,Lucifer,â€˜Luciferâ€™ Canceled After Three Seasons at Fox,https://www.facebook.com/topic/Lucifer/109065099112010?source=whfrt&position=5008&trqid=6554791673743238569&impressionguid=0tDVHsxd4Bm6pxIBa,8,2,"2	""2018-05-12 15:19:38"""
Entertainment,Sarah Drew,'Grey's Anatomy' star salutes cast with emotional behind-the-scenesâ€¦,https://www.facebook.com/topic/Sarah-Drew/102688153119700?source=whfrt&position=5010&trqid=6554791673743238569&impressionguid=0tDVHsxd4Bm6pxIBa,10,2,"2	""2018-05-12 15:19:38"""
Top Trends,Brooklyn Nine-Nine,Brooklyn Nine-Nine saved after outcry,https://www.facebook.com/topic/Brooklyn-Nine-Nine/505390409540531?source=whrt&position=6&trqid=6554794246408277331&impressionguid=0SWnIsWPSBBWrpErb,6,3,"3	""2018-05-12 15:29:26"""
Top Trends,Hawaii,Trump declares a major disaster in Hawaii after volcanic eruptions and lava,https://www.facebook.com/topic/Hawaii/108131545882056?source=whfrt&position=3&trqid=6554794242212742503&impressionguid=0SWnIsWPSBBWrpErb,3,3,"3	""2018-05-12 15:29:26"""
Top Trends,Israelâ€“Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whrt&position=7&trqid=6554794246408277331&impressionguid=0SWnIsWPSBBWrpErb,7,3,"3	""2018-05-12 15:29:26"""
Top Trends,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1&trqid=6554794242212742503&impressionguid=0SWnIsWPSBBWrpErb,1,3,"3	""2018-05-12 15:29:26"""
Top Trends,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whrt&position=9&trqid=6554794246408277331&impressionguid=0SWnIsWPSBBWrpErb,9,3,"3	""2018-05-12 15:29:26"""
Top Trends,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whrt&position=4&trqid=6554794246408277331&impressionguid=0SWnIsWPSBBWrpErb,4,3,"3	""2018-05-12 15:29:26"""
Top Trends,North American Aerospace Defense Command,US Air Force jets intercept 2 Russian bombers off Alaska coast,https://www.facebook.com/topic/North-American-Aerospace-Defense-Command/135415036493357?source=whrt&position=10&trqid=6554794246408277331&impressionguid=0SWnIsWPSBBWrpErb,10,3,"3	""2018-05-12 15:29:26"""
Top Trends,"Oakland, California",White woman calls police on black family during barbecuing for â€œtrespassingâ€,https://www.facebook.com/topic/Oakland-California/108363292521622?source=whrt&position=5&trqid=6554794246408277331&impressionguid=0SWnIsWPSBBWrpErb,5,3,"3	""2018-05-12 15:29:26"""
Top Trends,Rose Acre Farms,"Salmonella Outbreak, Eggs, And Rose Acre Farms: What You Need To Know",https://www.facebook.com/topic/Rose-Acre-Farms/103125019727168?source=whrt&position=8&trqid=6554794246408277331&impressionguid=0SWnIsWPSBBWrpErb,8,3,"3	""2018-05-12 15:29:26"""
Top Trends,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=2&trqid=6554794242212742503&impressionguid=0SWnIsWPSBBWrpErb,2,3,"3	""2018-05-12 15:29:26"""
Politics,Hawaii,Trump declares a major disaster in Hawaii after volcanic eruptions and lava,https://www.facebook.com/topic/Hawaii/108131545882056?source=whfrt&position=1003&trqid=6554794246469581130&impressionguid=0PisrTm2R8JHVbDUQ,3,3,"3	""2018-05-12 15:29:29"""
Politics,Israelâ€“Gaza Barrier,Israel closes Gaza border crossing damaged by Palestinians,https://www.facebook.com/topic/IsraelGaza-Barrier/143286939022003?source=whfrt&position=1005&trqid=6554794246469581130&impressionguid=0PisrTm2R8JHVbDUQ,5,3,"3	""2018-05-12 15:29:29"""
Politics,Joe Donnelly,Donnelly announces support for Trump's CIA pick Gina Haspel,https://www.facebook.com/topic/Joe-Donnelly/107799802575988?source=whfrt&position=1001&trqid=6554794246469581130&impressionguid=0PisrTm2R8JHVbDUQ,1,3,"3	""2018-05-12 15:29:29"""
Politics,Joint Comprehensive Plan of Action,U.S. wants Germany to halt trade with Iran,https://www.facebook.com/topic/Joint-Comprehensive-Plan-of-Action/105503206150390?source=whfrt&position=1010&trqid=6554794246469581130&impressionguid=0PisrTm2R8JHVbDUQ,10,3,"3	""2018-05-12 15:29:29"""
Politics,Mary Fallin,Oklahoma governor signs adoption law that LGBT groups call discriminatory,https://www.facebook.com/topic/Mary-Fallin/108163279204175?source=whfrt&position=1008&trqid=6554794246469581130&impressionguid=0PisrTm2R8JHVbDUQ,8,3,"3	""2018-05-12 15:29:29"""
Politics,Michael Cohen,Mueller probed Cohen's outreach to Ford in 2017: report,https://www.facebook.com/topic/Michael-Cohen/108246732529050?source=whfrt&position=1009&trqid=6554794246469581130&impressionguid=0PisrTm2R8JHVbDUQ,9,3,"3	""2018-05-12 15:29:29"""
Politics,Narendra Modi,Polls suggest Modi's BJP may be leading party in India's Karnataka,https://www.facebook.com/topic/Narendra-Modi/108606272497562?source=whfrt&position=1006&trqid=6554794246469581130&impressionguid=0PisrTm2R8JHVbDUQ,6,3,"3	""2018-05-12 15:29:29"""
Politics,Nawaz Sharif,Ex-Pakistan PM Nawaz Sharif admits his nation could have prevented 26/11 Mumbai attacks,https://www.facebook.com/topic/Nawaz-Sharif/1469808086567736?source=whfrt&position=1004&trqid=6554794246469581130&impressionguid=0PisrTm2R8JHVbDUQ,4,3,"3	""2018-05-12 15:29:29"""
Politics,North American Aerospace Defense Command,US Air Force jets intercept 2 Russian bombers off Alaska coast,https://www.facebook.com/topic/North-American-Aerospace-Defense-Command/135415036493357?source=whfrt&position=1007&trqid=6554794246469581130&impressionguid=0PisrTm2R8JHVbDUQ,7,3,"3	""2018-05-12 15:29:29"""
Politics,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=1002&trqid=6554794246469581130&impressionguid=0PisrTm2R8JHVbDUQ,2,3,"3	""2018-05-12 15:29:29"""
Science and Technology,Boston Dynamics,Boston Dynamics' Robot Dog Will Be Available Next Year,https://www.facebook.com/topic/Boston-Dynamics/104049559631265?source=whfrt&position=3004&trqid=6554794250812613138&impressionguid=071GT9BjaJB2i4skW,4,3,"3	""2018-05-12 15:29:32"""
Science and Technology,Cardi B,Cardi B Deletes Her Instagram Account After Responding to Azealia Banks' Insults,https://www.facebook.com/topic/Cardi-B/170124049752438?source=whfrt&position=3002&trqid=6554794250812613138&impressionguid=071GT9BjaJB2i4skW,2,3,"3	""2018-05-12 15:29:32"""
Science and Technology,"Loveland, Ohio",Dogs take epic 'selfie',https://www.facebook.com/topic/Loveland-Ohio/103999682969695?source=whfrt&position=3006&trqid=6554794250812613138&impressionguid=071GT9BjaJB2i4skW,6,3,"3	""2018-05-12 15:29:32"""
Science and Technology,NASA,"NASA sending helicopter to Mars, aiming for an aviation first",https://www.facebook.com/topic/NASA/103086076398533?source=whfrt&position=3003&trqid=6554794250812613138&impressionguid=071GT9BjaJB2i4skW,3,3,"3	""2018-05-12 15:29:32"""
Science and Technology,Rudy Giuliani,Rudy Giuliani says Trump 'denied' AT&T merger,https://www.facebook.com/topic/Rudy-Giuliani/105619959472103?source=whfrt&position=3001&trqid=6554794250812613138&impressionguid=071GT9BjaJB2i4skW,1,3,"3	""2018-05-12 15:29:32"""
Science and Technology,World Horse Welfare,Nan shocked by unwanted horse delivery after granddaughter orders pony online,https://www.facebook.com/topic/World-Horse-Welfare/109503792402640?source=whfrt&position=3005&trqid=6554794250812613138&impressionguid=071GT9BjaJB2i4skW,5,3,"3	""2018-05-12 15:29:32"""
Sports,A'ja Wilson,South Carolina plans statue of A'ja Wilson,https://www.facebook.com/topic/Aja-Wilson/245002968983367?source=whfrt&position=4005&trqid=6554794250664082312&impressionguid=0O1fcMcnh2aOlWy2q,5,3,"3	""2018-05-12 15:29:35"""
Sports,Derek Barnett,Eagles DE Derek Barnett reportedly had sports hernia surgery after Super Bowl,https://www.facebook.com/topic/Derek-Barnett/103341153337383?source=whfrt&position=4008&trqid=6554794250664082312&impressionguid=0O1fcMcnh2aOlWy2q,8,3,"3	""2018-05-12 15:29:35"""
Sports,Dominic Thiem,Dominic Thiem Beats Kevin Anderson to Reach Madrid Open Final,https://www.facebook.com/topic/Dominic-Thiem/133176126721595?source=whfrt&position=4003&trqid=6554794250664082312&impressionguid=0O1fcMcnh2aOlWy2q,3,3,"3	""2018-05-12 15:29:35"""
Sports,Hamburger SV,Hamburg relegated from Bundesliga as flares delay end of match,https://www.facebook.com/topic/Hamburger-SV/113096292034037?source=whfrt&position=4006&trqid=6554794250664082312&impressionguid=0O1fcMcnh2aOlWy2q,6,3,"3	""2018-05-12 15:29:35"""
Sports,Liverpool vs. Brighton & Hove Albion,Liverpool v Brighton & Hove Albion,https://www.facebook.com/topic/Liverpool-vs-Brighton-Hove-Albion/108150919205383?source=whfrt&position=4002&trqid=6554794250664082312&impressionguid=0O1fcMcnh2aOlWy2q,2,3,"3	""2018-05-12 15:29:35"""
Sports,Middlesbrough vs. Aston Villa,Middlesbrough 0-1 Aston Villa: Championship play-off semi-final â€“ as it happened,https://www.facebook.com/topic/Middlesbrough-vs-Aston-Villa/103134989726379?source=whfrt&position=4004&trqid=6554794250664082312&impressionguid=0O1fcMcnh2aOlWy2q,4,3,"3	""2018-05-12 15:29:35"""
